Student_ID,Gender,Age,Department,Attendance_%,Study_Hours_per_Week,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Backlogs,Internship,Scholarship,Sports_Activity,Extra_Curricular,Placement_Status
1211,Male,21,Business,87.58,19,80.66,76.44,99.44,82.38,48.48,64.25,45.02,D,1,Yes,No,Yes,No,Not Placed
1212,Female,18,Business,71.14,21,59.69,76.94,61.45,85.33,71.5,81.59,88.29,D,2,Yes,Yes,No,No,Placed
1213,Female,22,Mathematics,75.86,36,68.07,87.35,81.8,97.06,42.99,82.56,69.19,D,2,Yes,No,Yes,Yes,Placed
1214,Female,24,Engineering,68.5,11,80.9,96.95,64.22,54.35,87.46,60.32,49.51,F,1,No,Yes,Yes,No,Placed
1215,Female,23,Mathematics,87.04,23,94.71,62.6,82.66,55.89,63.22,60.81,83.12,C,1,No,No,Yes,Yes,Placed
1216,Male,24,Business,89.21,11,89.53,74.63,60.52,52.59,95.85,96.41,59.87,A,0,Yes,Yes,No,No,Not Placed
1217,Female,22,Mathematics,88.16,9,67.04,45.18,89.26,76.61,28.41,87.81,46.87,F,0,No,No,Yes,No,Placed
1218,Female,21,Business,86.13,44,63.27,61.53,55.54,81.14,93.88,96.71,67.66,B,3,No,No,No,Yes,Placed
1219,Male,23,Mathematics,60.23,25,54.39,64.72,94.76,70.18,60.68,91.48,54.11,A,1,No,Yes,Yes,Yes,Not Placed
1220,Male,19,Engineering,66.9,11,62.35,90.11,92.02,89.9,74.52,70.11,97.01,D,1,Yes,Yes,No,No,Not Placed
1221,Male,18,Mathematics,73.49,41,46.66,70.8,83.94,84.33,90.22,56.1,61.68,B,1,Yes,No,Yes,No,Not Placed
1222,Female,19,Engineering,66.54,27,98.27,83.86,53.37,99.29,55.12,81.48,74.35,C,0,No,No,No,Yes,Placed
1223,Male,19,Engineering,87.75,15,74.44,41.14,60.43,56.89,86.22,67.6,96.9,C,0,Yes,Yes,Yes,Yes,Placed
1224,Male,24,Business,66.47,14,47.67,67.87,92.97,52.92,54.17,71.27,63.62,F,2,No,Yes,Yes,No,Placed
1225,Male,18,Engineering,56.91,25,61.17,94.08,56.1,63.74,59.92,71.29,61.49,C,3,No,Yes,Yes,Yes,Not Placed
1226,Female,18,CS,69.95,37,72.82,53.46,57.8,50.95,44.51,96.83,49.74,D,0,No,Yes,No,Yes,Placed
1227,Male,22,CS,99.0,24,71.97,41.89,77.2,96.63,14.56,53.44,96.3,F,3,No,Yes,Yes,Yes,Placed
1228,Female,22,CS,61.29,37,42.13,66.0,63.71,65.2,55.35,59.66,88.04,F,3,No,Yes,Yes,Yes,Not Placed
1229,Female,18,Business,80.61,44,97.05,82.27,61.1,77.62,97.74,80.4,53.26,D,0,No,Yes,Yes,Yes,Placed
1230,Male,23,CS,71.65,39,56.52,67.27,78.79,65.9,78.72,94.19,59.96,C,1,Yes,Yes,Yes,Yes,Placed
1231,Male,20,Business,53.55,38,40.97,67.6,68.63,62.29,74.75,95.9,94.89,B,1,No,No,No,Yes,Placed
1232,Female,22,Business,74.39,40,44.59,80.19,57.03,57.62,64.33,77.93,72.24,F,2,Yes,Yes,Yes,Yes,Not Placed
1233,Male,20,CS,85.11,31,74.81,55.26,76.74,66.02,34.79,51.73,73.38,B,1,Yes,No,Yes,No,Not Placed
1234,Male,24,Engineering,75.66,23,48.27,85.11,69.35,80.77,16.96,68.14,78.89,B,1,No,Yes,Yes,Yes,Placed
1235,Female,23,Mathematics,93.61,9,42.5,49.19,86.73,98.58,22.46,95.94,85.73,B,0,Yes,Yes,No,No,Not Placed
1236,Female,18,Business,64.45,33,62.78,63.75,55.14,77.9,0.63,75.0,96.36,B,3,No,Yes,Yes,No,Placed
1237,Male,23,CS,54.31,14,77.37,79.36,81.03,76.64,67.35,86.33,88.13,D,1,Yes,Yes,Yes,Yes,Placed
1238,Female,22,Business,96.83,44,46.71,89.7,71.82,51.76,81.19,63.46,96.07,A,0,No,No,Yes,No,Not Placed
1239,Male,19,Engineering,68.91,17,58.8,87.49,70.3,92.0,26.89,51.25,89.24,C,3,No,Yes,No,Yes,Placed
1240,Male,24,Engineering,78.82,33,65.07,83.3,61.61,52.24,9.19,78.92,42.79,A,0,Yes,No,Yes,No,Not Placed
1241,Male,18,CS,89.6,9,49.57,61.55,51.52,95.31,33.57,91.75,47.05,A,1,No,No,Yes,No,Not Placed
1242,Female,21,Business,66.22,16,70.36,47.34,92.38,76.93,29.21,99.51,93.09,F,1,No,Yes,Yes,Yes,Placed
1243,Male,24,Mathematics,85.81,17,45.11,53.01,66.32,58.42,45.09,92.33,41.66,A,0,Yes,No,Yes,Yes,Not Placed
1244,Male,20,Mathematics,56.77,26,42.79,91.89,84.05,72.59,26.41,77.7,87.65,A,2,No,No,No,No,Placed
1245,Male,23,Business,64.56,44,71.19,91.44,97.38,99.75,33.97,80.44,90.99,D,3,Yes,No,No,No,Placed
1246,Female,18,Business,57.24,19,54.87,97.09,78.25,65.25,90.76,91.21,64.93,B,3,No,No,Yes,No,Not Placed
1247,Female,24,Business,90.56,17,45.72,44.56,69.86,63.47,33.48,50.99,61.29,A,1,No,No,Yes,No,Placed
1248,Female,23,CS,61.13,5,65.43,72.21,63.41,55.9,78.55,97.58,51.66,A,0,Yes,No,No,No,Not Placed
1249,Female,18,Engineering,85.87,42,94.91,78.92,96.7,79.86,62.58,76.56,42.94,F,0,No,No,Yes,Yes,Not Placed
1250,Female,22,Mathematics,97.16,5,83.45,82.64,84.1,54.46,33.75,97.6,84.72,C,1,Yes,No,No,No,Placed
1251,Male,24,CS,76.39,15,88.94,78.63,83.26,88.3,81.78,88.23,44.42,F,0,Yes,No,Yes,Yes,Not Placed
1252,Female,22,Business,77.0,44,92.31,86.2,71.31,95.96,59.51,57.62,96.68,C,1,Yes,No,No,Yes,Placed
1253,Female,24,Business,73.05,26,98.36,61.57,92.25,96.59,0.86,58.26,57.8,C,2,No,Yes,No,Yes,Not Placed
1254,Female,22,Engineering,66.29,39,85.79,50.77,85.68,55.4,6.87,67.68,87.65,C,3,Yes,No,Yes,Yes,Placed
1255,Male,23,Business,73.78,10,76.5,52.28,64.16,77.91,75.26,63.2,43.58,D,2,Yes,Yes,Yes,Yes,Not Placed
1256,Female,21,CS,80.14,32,61.93,40.72,79.98,54.86,44.65,71.96,72.18,D,0,No,Yes,No,No,Not Placed
1257,Female,24,CS,99.3,35,50.9,61.02,71.51,78.6,40.55,80.2,60.95,B,3,Yes,Yes,Yes,No,Not Placed
1258,Male,24,Engineering,96.89,12,81.2,45.5,50.33,90.75,14.58,71.83,41.8,C,1,No,No,Yes,No,Placed
1259,Female,22,CS,93.11,9,99.7,59.29,90.38,76.89,15.73,52.82,79.35,D,1,Yes,No,Yes,No,Placed
1260,Male,18,Mathematics,94.46,21,68.04,77.69,56.14,93.6,79.78,98.78,96.59,D,3,No,Yes,Yes,Yes,Not Placed
1261,Male,24,CS,73.39,42,83.42,93.67,75.5,90.08,82.9,71.26,40.65,A,2,No,No,Yes,Yes,Placed
1262,Male,22,CS,82.87,13,69.71,90.38,66.81,63.83,56.0,92.55,56.23,C,2,No,No,No,Yes,Placed
1263,Male,19,CS,94.75,14,65.92,55.16,67.1,81.51,29.51,53.7,82.22,F,1,No,Yes,No,No,Not Placed
1264,Male,22,Mathematics,69.65,24,64.62,48.04,73.87,50.37,93.27,90.5,92.28,A,0,No,Yes,Yes,No,Placed
1265,Female,23,Business,98.09,18,70.28,51.58,99.85,69.8,62.4,58.67,51.45,D,1,No,Yes,No,Yes,Placed
1266,Male,21,CS,70.79,18,62.01,98.26,70.42,61.9,79.66,83.97,44.24,D,0,Yes,Yes,Yes,Yes,Not Placed
1267,Male,19,Engineering,80.05,30,84.93,72.97,59.12,96.86,0.33,83.09,40.52,D,0,Yes,Yes,Yes,No,Not Placed
1268,Female,23,Mathematics,85.49,33,92.46,50.95,80.68,70.27,45.03,95.49,52.91,D,3,No,No,No,Yes,Not Placed
1269,Male,23,Engineering,97.53,31,92.97,90.44,61.81,82.7,87.09,66.03,44.28,F,3,Yes,Yes,No,Yes,Placed
1270,Female,23,CS,62.23,29,53.66,63.71,55.28,86.6,33.82,55.45,61.56,B,1,No,No,No,No,Placed
1271,Female,18,Engineering,87.31,20,93.75,93.95,52.51,88.66,72.66,93.23,66.41,B,3,Yes,Yes,No,Yes,Not Placed
1272,Female,23,CS,76.04,40,60.49,55.64,51.14,86.79,65.77,66.58,68.8,C,1,No,No,No,Yes,Placed
1273,Male,18,Mathematics,63.43,38,58.56,63.59,71.56,64.46,15.22,61.63,48.54,D,3,Yes,Yes,Yes,Yes,Placed
1274,Male,23,Engineering,88.83,20,83.61,70.3,71.34,84.3,77.49,74.31,67.84,C,2,Yes,No,No,Yes,Placed
1275,Male,20,Engineering,77.61,37,58.28,93.56,59.28,77.45,11.25,57.31,40.54,F,2,No,No,No,Yes,Not Placed
1276,Female,19,CS,83.05,7,43.18,92.13,89.2,79.87,72.79,64.85,54.37,C,2,Yes,Yes,No,Yes,Placed
1277,Male,20,CS,66.15,27,62.42,74.46,56.46,50.04,99.1,69.26,62.15,B,3,No,Yes,No,Yes,Not Placed
1278,Male,23,Business,74.06,15,83.29,53.31,95.77,62.91,95.8,63.86,47.1,B,0,No,Yes,No,No,Placed
1279,Male,19,CS,80.87,22,59.62,64.2,79.38,96.53,80.02,72.51,88.84,B,3,Yes,Yes,Yes,No,Placed
1280,Female,19,CS,70.25,33,77.77,98.54,51.38,64.5,53.45,69.23,52.07,C,2,Yes,Yes,Yes,No,Placed
1281,Female,24,Business,59.92,9,79.61,76.47,98.15,71.9,67.48,88.73,85.29,D,1,Yes,Yes,No,No,Placed
1282,Male,21,CS,98.08,28,84.02,86.87,65.4,59.33,72.81,95.92,68.43,A,0,No,Yes,Yes,No,Not Placed
1283,Male,20,CS,75.57,33,93.83,66.99,72.5,56.93,0.84,55.05,68.78,B,2,Yes,No,Yes,No,Not Placed
1284,Male,21,Business,86.7,33,65.95,71.92,64.21,60.43,10.24,91.17,78.71,C,3,Yes,No,Yes,Yes,Not Placed
1285,Male,19,Mathematics,70.55,30,49.99,65.74,86.42,77.68,59.71,96.59,42.66,A,1,Yes,No,Yes,No,Not Placed
1286,Female,18,Mathematics,67.76,44,59.14,82.18,74.28,95.95,0.65,84.33,44.73,B,3,Yes,No,No,Yes,Placed
1287,Female,19,CS,70.36,7,65.93,91.09,56.62,66.31,90.89,99.82,59.61,B,1,Yes,Yes,No,No,Placed
1288,Female,21,CS,70.46,6,82.83,70.44,55.21,66.17,48.97,66.75,65.01,F,2,Yes,Yes,Yes,Yes,Placed
1289,Female,20,Business,77.21,29,40.79,68.85,86.27,78.21,25.78,91.52,65.8,B,1,No,No,Yes,Yes,Not Placed
1290,Male,23,Business,77.17,23,58.95,60.42,61.85,67.84,39.38,83.69,80.61,A,1,Yes,No,Yes,No,Placed
1291,Male,24,Mathematics,74.86,44,86.79,50.63,56.89,95.52,85.08,66.17,40.04,A,1,No,No,No,No,Not Placed
1292,Male,24,Engineering,56.74,6,80.25,96.35,74.97,68.89,92.72,85.23,97.55,D,2,No,No,Yes,Yes,Not Placed
1293,Female,24,CS,74.8,23,83.9,58.96,90.14,74.52,11.62,75.48,50.47,A,1,Yes,Yes,No,Yes,Not Placed
1294,Male,23,Engineering,58.46,5,88.71,88.04,63.94,76.67,77.8,59.45,54.92,C,3,No,Yes,No,No,Placed
1295,Female,24,Engineering,56.31,31,86.99,82.92,63.82,89.1,57.82,58.69,94.34,C,0,Yes,Yes,Yes,No,Placed
1296,Female,20,Business,96.63,39,80.93,87.46,91.69,78.2,58.55,85.67,40.33,B,3,No,Yes,No,Yes,Placed
1297,Male,23,CS,80.25,9,66.38,96.21,57.39,61.96,77.95,85.6,99.48,D,1,Yes,No,No,No,Not Placed
1298,Male,24,CS,82.97,42,99.02,77.4,80.84,56.2,22.28,76.54,42.16,B,1,No,No,Yes,No,Placed
1299,Male,23,Business,70.09,8,74.14,93.88,97.75,96.89,53.1,75.07,47.23,D,2,Yes,No,Yes,Yes,Not Placed
1300,Female,21,Engineering,95.45,21,52.17,50.06,92.07,90.08,31.94,59.0,54.41,F,3,Yes,No,Yes,Yes,Not Placed
1301,Male,20,Business,81.9,25,57.57,77.6,53.09,51.15,9.45,71.46,66.32,D,1,Yes,No,No,No,Not Placed
1302,Female,22,Mathematics,88.46,35,81.61,86.34,66.0,91.08,10.51,93.57,71.11,F,2,No,No,Yes,No,Placed
1303,Male,18,CS,68.43,26,95.48,56.3,57.12,79.53,13.65,92.74,46.28,F,2,Yes,Yes,No,No,Placed
1304,Female,24,Mathematics,98.0,15,50.72,84.45,97.46,75.94,61.49,83.05,44.42,B,2,No,No,No,No,Placed
1305,Female,18,Business,91.02,38,44.94,86.71,99.3,50.61,10.58,99.87,41.91,C,2,Yes,Yes,Yes,No,Placed
1306,Male,23,CS,92.7,19,92.89,89.87,61.75,89.04,57.01,94.66,55.41,D,1,Yes,No,No,No,Not Placed
1307,Female,18,Mathematics,58.61,14,94.92,58.77,83.48,59.9,58.83,57.26,95.29,B,1,No,Yes,No,Yes,Not Placed
1308,Female,20,Mathematics,63.55,42,56.58,80.9,92.08,86.4,90.39,69.96,63.39,F,2,Yes,No,No,No,Placed
1309,Male,20,Engineering,64.28,36,62.64,58.26,61.68,50.79,62.64,56.6,85.84,F,2,No,Yes,No,Yes,Placed
1310,Female,19,CS,63.55,35,79.61,84.34,59.38,89.82,98.56,73.3,51.41,A,3,Yes,Yes,No,No,Placed
1311,Male,24,Mathematics,92.77,41,59.8,67.78,50.56,51.15,3.1,88.82,43.88,A,2,No,Yes,No,Yes,Not Placed
1312,Female,19,Mathematics,51.59,32,92.63,75.85,70.6,61.79,70.41,57.79,73.26,D,2,No,Yes,No,Yes,Placed
1313,Male,18,Engineering,53.8,35,46.45,64.95,94.97,63.41,2.65,94.02,89.33,C,1,Yes,No,No,No,Not Placed
1314,Male,22,Mathematics,63.7,10,42.28,49.72,95.15,57.88,72.94,78.45,93.91,A,0,Yes,Yes,Yes,No,Not Placed
1315,Female,19,Mathematics,59.99,18,52.51,50.68,56.39,74.05,38.59,87.45,72.77,F,3,No,No,Yes,No,Placed
1316,Female,19,Mathematics,61.59,27,57.17,44.65,60.22,64.18,61.13,52.26,57.64,B,1,Yes,No,Yes,Yes,Placed
1317,Female,20,Engineering,89.9,20,46.78,77.08,70.4,99.66,30.95,54.69,46.57,C,2,No,No,No,No,Placed
1318,Female,22,Mathematics,78.16,29,43.94,90.92,89.03,79.0,15.91,81.04,80.07,D,2,No,Yes,Yes,Yes,Placed
1319,Female,23,Mathematics,50.29,43,85.34,41.25,80.59,78.32,72.35,91.91,56.83,B,2,Yes,No,Yes,Yes,Placed
1320,Male,18,CS,71.47,6,49.86,43.97,75.69,61.04,90.46,93.69,90.64,D,3,No,No,No,Yes,Placed
1321,Female,19,CS,70.39,42,94.84,67.45,79.6,70.43,18.36,84.42,76.31,B,2,No,No,Yes,Yes,Placed
1322,Male,22,Engineering,55.7,43,62.08,84.26,54.81,56.2,92.07,60.05,91.53,B,0,No,No,Yes,No,Placed
1323,Male,24,Business,83.81,38,80.24,49.46,73.88,88.13,14.02,59.75,74.0,C,3,Yes,No,Yes,Yes,Not Placed
1324,Female,22,CS,85.1,44,53.52,56.3,99.6,66.56,73.57,94.07,86.3,D,3,Yes,No,No,Yes,Placed
1325,Male,18,Engineering,86.04,29,54.42,53.92,54.42,87.6,95.94,55.66,57.66,A,2,Yes,No,No,No,Placed
1326,Male,22,Mathematics,86.42,40,74.48,63.94,75.96,68.58,14.74,84.3,70.18,B,3,Yes,No,No,Yes,Placed
1327,Male,22,Mathematics,50.0,20,73.64,53.5,64.78,99.44,43.51,76.68,41.16,B,3,No,Yes,No,No,Not Placed
1328,Male,22,Engineering,97.7,22,86.12,61.16,77.0,58.56,33.75,71.07,76.47,A,0,Yes,Yes,No,Yes,Not Placed
1329,Female,24,Mathematics,90.71,17,85.47,83.71,78.69,50.08,38.85,72.02,72.02,C,1,Yes,Yes,No,Yes,Placed
1330,Male,19,Mathematics,95.2,41,80.24,76.66,78.87,79.74,75.31,97.26,85.32,C,0,Yes,Yes,No,Yes,Placed
1331,Female,18,Business,50.78,31,66.95,44.87,92.61,97.65,66.12,93.07,83.74,C,1,Yes,No,No,No,Placed
1332,Female,24,Mathematics,96.69,38,93.44,78.26,69.49,82.35,96.87,93.25,77.66,F,0,Yes,Yes,Yes,No,Not Placed
1333,Male,22,CS,90.49,15,77.35,68.62,75.82,54.29,18.55,70.33,43.4,F,2,No,Yes,Yes,No,Placed
1334,Female,22,Mathematics,91.86,5,99.41,96.07,50.55,77.02,54.33,55.35,94.18,C,0,Yes,No,Yes,No,Placed
1335,Female,19,Engineering,54.66,17,89.16,57.36,89.48,95.47,44.91,99.89,41.08,C,3,Yes,No,Yes,No,Not Placed
1336,Female,18,Business,86.94,34,42.66,83.57,62.97,50.33,91.89,57.27,88.2,A,3,Yes,Yes,Yes,Yes,Not Placed
1337,Male,20,Mathematics,98.0,9,59.24,83.85,90.83,58.35,1.06,75.78,68.76,F,3,Yes,Yes,Yes,Yes,Placed
1338,Female,24,Engineering,83.93,22,74.31,53.29,63.28,90.73,98.92,63.23,89.08,D,2,No,Yes,No,No,Not Placed
1339,Female,19,CS,78.53,18,83.29,94.19,50.54,94.7,47.97,75.54,67.9,C,0,Yes,Yes,Yes,Yes,Not Placed
1340,Female,18,Mathematics,97.28,17,73.02,69.47,57.74,85.36,62.55,65.25,78.82,C,1,No,Yes,No,No,Placed
1341,Male,24,Business,72.15,36,87.17,80.73,99.28,99.58,36.01,94.84,61.8,C,0,Yes,No,Yes,Yes,Not Placed
1342,Female,22,Mathematics,79.96,11,56.96,48.75,65.99,54.51,85.25,98.42,84.62,B,0,No,Yes,Yes,Yes,Placed
1343,Male,18,Engineering,73.82,12,51.03,55.47,55.44,77.28,56.2,70.5,55.25,F,1,Yes,Yes,No,No,Placed
1344,Male,18,Business,96.64,11,43.24,75.17,55.94,84.25,66.28,53.51,83.16,D,0,No,Yes,Yes,Yes,Placed
1345,Male,23,Mathematics,53.8,20,74.4,59.14,65.52,85.13,64.89,83.17,51.6,B,3,No,No,Yes,No,Placed
1346,Male,18,CS,75.06,35,81.32,69.98,51.88,89.67,36.4,68.83,83.33,B,1,Yes,Yes,No,Yes,Not Placed
1347,Male,20,Business,84.35,31,59.57,62.44,75.57,95.88,7.6,99.3,57.62,D,0,No,Yes,No,No,Not Placed
1348,Male,18,CS,89.6,37,76.82,78.43,60.69,68.08,80.77,54.47,56.72,D,1,No,Yes,No,Yes,Placed
1349,Female,20,Engineering,79.15,33,43.13,69.23,75.97,52.15,28.97,55.96,88.69,D,1,Yes,Yes,No,No,Not Placed
1350,Male,22,Mathematics,95.45,12,45.96,40.28,57.04,68.12,84.89,84.97,88.82,D,2,No,No,Yes,Yes,Not Placed
1351,Female,20,CS,97.1,37,82.11,78.98,71.49,83.58,60.86,87.93,81.48,D,1,Yes,Yes,No,Yes,Not Placed
1352,Female,24,Engineering,53.22,23,62.08,65.33,79.9,60.67,35.37,73.55,95.43,C,1,No,Yes,Yes,Yes,Placed
1353,Male,22,Mathematics,70.12,25,80.28,60.5,53.1,90.5,59.42,63.86,49.37,D,2,Yes,Yes,Yes,No,Not Placed
1354,Female,22,Engineering,51.17,25,89.9,45.65,69.94,60.99,64.55,65.49,56.16,D,2,No,Yes,No,No,Not Placed
1355,Female,20,CS,66.47,29,91.16,53.22,65.13,50.5,70.67,66.9,57.64,F,3,No,No,No,Yes,Not Placed
1356,Female,19,Engineering,76.84,27,50.33,53.43,62.02,75.4,82.23,61.26,58.32,C,3,No,No,No,Yes,Placed
1357,Female,21,Business,95.54,15,69.18,96.12,80.23,86.32,15.98,92.53,59.68,B,1,No,Yes,No,Yes,Not Placed
1358,Male,18,Mathematics,92.33,37,84.04,65.95,79.43,67.48,94.41,53.25,81.82,C,2,No,No,Yes,Yes,Not Placed
1359,Female,23,Engineering,56.37,24,86.44,42.52,81.53,87.44,41.08,70.36,56.25,A,1,Yes,No,Yes,No,Placed
1360,Male,21,CS,54.65,29,87.08,48.33,57.94,71.92,86.05,87.38,57.16,D,1,Yes,Yes,Yes,No,Not Placed
1361,Female,18,Mathematics,79.46,30,53.69,44.74,64.29,58.59,22.05,50.19,74.22,B,0,No,Yes,No,Yes,Not Placed
1362,Female,18,Business,76.61,44,51.55,75.33,60.48,54.53,2.9,93.9,51.6,A,1,No,Yes,No,Yes,Placed
1363,Male,22,Mathematics,63.32,16,75.4,51.2,77.03,85.53,57.33,85.31,61.89,B,2,No,Yes,Yes,Yes,Not Placed
1364,Female,18,Business,94.97,36,84.47,69.91,73.05,69.29,32.47,53.67,43.48,C,0,No,Yes,Yes,No,Placed
1365,Female,23,Mathematics,96.37,37,59.15,62.2,66.51,95.64,98.45,94.75,97.15,A,0,No,Yes,No,No,Placed
1366,Female,18,Engineering,70.13,14,46.28,88.23,89.3,77.01,10.45,74.37,59.04,D,2,No,No,Yes,No,Not Placed
1367,Male,20,Engineering,94.52,8,83.0,59.23,54.7,67.42,4.73,82.61,91.0,D,3,No,No,No,Yes,Not Placed
1368,Female,21,CS,69.2,19,57.98,67.5,98.74,67.45,4.5,94.1,71.8,A,2,Yes,Yes,No,Yes,Placed
1369,Male,20,Business,86.84,10,49.98,83.28,55.83,56.57,21.69,94.06,53.69,C,0,No,No,No,Yes,Placed
1370,Female,23,CS,73.8,31,48.86,66.0,88.65,79.69,57.92,70.44,51.61,A,2,No,No,No,No,Not Placed
1371,Male,18,Engineering,56.13,9,58.89,87.59,68.41,79.11,50.56,61.88,81.7,C,2,Yes,No,Yes,No,Not Placed
1372,Male,24,Business,96.4,9,75.56,79.7,93.26,90.0,35.01,62.87,97.89,B,3,Yes,Yes,No,No,Not Placed
1373,Female,23,CS,72.7,22,61.5,64.63,53.71,60.06,8.88,88.3,50.98,C,1,Yes,No,Yes,No,Placed
1374,Female,22,CS,86.72,32,41.24,70.24,68.74,64.54,23.37,96.47,46.93,A,2,Yes,No,Yes,No,Not Placed
1375,Male,20,CS,68.36,39,45.81,98.03,66.77,54.86,18.41,53.61,63.23,A,1,No,No,Yes,No,Placed
1376,Male,20,CS,50.94,26,57.43,79.7,99.66,64.77,74.57,50.75,63.63,B,2,No,Yes,Yes,No,Placed
1377,Female,19,CS,55.03,38,79.58,94.3,99.28,71.41,77.99,91.15,88.38,A,2,Yes,No,Yes,No,Not Placed
1378,Male,18,Business,74.81,8,45.91,50.73,59.49,98.2,77.7,69.33,68.13,F,3,No,No,No,Yes,Placed
1379,Female,22,CS,84.5,22,73.64,68.99,81.5,82.65,96.9,63.82,43.75,A,2,No,Yes,Yes,Yes,Placed
1380,Female,24,Business,66.74,30,47.19,94.52,76.78,89.14,88.42,59.42,95.24,F,3,Yes,Yes,Yes,No,Not Placed
1381,Female,20,CS,84.77,26,52.7,59.36,57.72,66.28,49.78,67.32,62.39,A,2,No,Yes,Yes,No,Placed
1382,Female,20,Engineering,84.93,37,50.33,98.06,58.39,57.23,41.49,98.57,80.11,A,0,No,Yes,Yes,No,Placed
1383,Male,22,Engineering,85.2,18,44.03,45.82,99.46,62.84,91.58,98.85,80.05,B,0,No,No,No,No,Placed
1384,Female,23,CS,74.63,35,80.28,94.16,72.64,62.82,61.12,66.58,43.38,F,3,No,No,Yes,Yes,Not Placed
1385,Male,23,Mathematics,95.74,14,67.8,66.71,56.29,79.16,29.44,98.18,40.22,B,2,Yes,No,No,Yes,Placed
1386,Female,18,Engineering,74.46,28,89.86,44.42,60.74,67.07,56.45,64.99,45.28,F,0,Yes,No,Yes,Yes,Not Placed
1387,Male,19,Business,72.51,25,45.93,92.77,63.42,92.87,99.21,92.72,97.39,F,2,No,No,No,No,Placed
1388,Female,20,CS,59.97,12,48.68,55.12,75.55,99.43,84.95,60.6,87.64,D,3,No,Yes,Yes,No,Placed
1389,Male,19,Business,65.38,36,58.39,41.34,66.78,67.16,28.13,91.32,47.92,F,2,No,Yes,Yes,No,Not Placed
1390,Male,23,Mathematics,52.12,35,85.95,48.15,72.75,85.25,95.3,67.69,76.89,B,1,No,No,No,Yes,Placed
1391,Female,23,CS,81.68,38,58.35,79.55,58.32,82.87,98.15,59.79,76.72,B,3,Yes,No,No,Yes,Not Placed
1392,Female,21,Engineering,62.43,27,64.51,98.67,66.34,59.72,23.12,96.74,40.03,C,3,No,Yes,No,Yes,Not Placed
1393,Female,24,Business,65.21,29,58.1,46.69,53.52,95.9,89.56,60.71,65.74,A,1,Yes,No,No,No,Placed
1394,Female,18,Engineering,88.54,11,44.81,67.72,94.49,59.97,88.32,99.59,82.71,D,2,No,No,Yes,No,Not Placed
1395,Male,21,Engineering,66.36,23,96.37,50.84,59.94,86.85,3.98,55.43,51.21,A,0,No,No,Yes,Yes,Not Placed
1396,Female,24,CS,62.11,11,72.91,84.7,87.85,67.38,66.97,50.5,91.05,B,3,No,No,Yes,Yes,Placed
1397,Male,21,Business,58.45,12,87.27,47.08,67.48,68.35,30.53,93.54,79.62,D,3,Yes,No,No,Yes,Not Placed
1398,Male,21,Mathematics,88.74,18,79.5,54.39,73.72,72.77,67.46,79.33,40.42,F,0,Yes,No,Yes,No,Placed
1399,Female,18,Engineering,56.49,5,70.86,51.78,64.56,93.23,91.36,71.08,91.29,B,2,No,No,No,No,Placed
1400,Male,18,CS,72.69,17,45.38,73.15,84.82,57.01,49.88,54.1,41.16,B,0,No,Yes,No,Yes,Placed
1401,Male,22,CS,75.35,7,78.56,92.39,92.23,52.73,41.44,78.74,93.28,B,2,Yes,Yes,Yes,Yes,Placed
1402,Male,19,Mathematics,84.37,32,49.32,70.67,64.31,70.1,92.15,69.69,60.02,B,1,No,No,Yes,No,Not Placed
1403,Male,19,CS,81.66,42,64.86,43.49,62.11,52.78,97.41,74.18,81.92,D,0,No,Yes,No,Yes,Placed
1404,Female,22,Engineering,90.54,19,77.75,73.8,84.07,84.38,6.22,81.52,87.25,A,3,Yes,Yes,Yes,No,Not Placed
1405,Female,22,CS,52.24,40,86.93,87.85,59.76,88.02,92.28,82.0,56.88,A,0,Yes,No,No,No,Placed
1406,Female,23,Business,64.82,7,81.1,47.93,81.99,92.74,8.28,98.03,61.39,F,3,Yes,Yes,No,Yes,Placed
1407,Female,24,Business,64.01,8,80.29,44.36,54.72,87.19,33.73,82.75,70.57,B,1,No,Yes,Yes,No,Placed
1408,Male,21,Engineering,57.3,9,48.94,51.27,81.01,95.82,76.26,66.97,74.96,B,2,No,No,No,Yes,Placed
1409,Male,22,Business,64.46,30,60.77,84.77,75.67,87.42,77.7,66.48,57.52,A,3,No,Yes,No,No,Placed
1410,Female,20,Mathematics,65.49,29,42.57,75.5,55.7,96.8,72.58,73.86,99.54,F,0,No,No,Yes,No,Not Placed
1411,Female,19,CS,76.09,14,83.17,72.44,82.46,59.66,3.91,62.97,84.22,C,1,No,Yes,Yes,No,Placed
1412,Female,22,Engineering,83.19,12,97.16,54.97,72.33,74.99,13.3,68.82,56.45,D,3,Yes,Yes,Yes,No,Not Placed
1413,Male,20,Mathematics,69.06,16,55.85,59.93,60.86,99.7,93.62,92.11,78.43,A,0,Yes,No,No,No,Placed
1414,Female,20,CS,85.97,7,45.26,97.95,67.67,84.08,8.15,92.99,66.12,D,1,No,No,No,No,Not Placed
1415,Female,20,Mathematics,66.81,31,68.53,54.44,74.61,93.93,7.85,81.39,91.62,A,0,No,No,No,No,Not Placed
1416,Female,23,Engineering,64.51,27,91.4,94.1,54.58,51.52,83.56,79.14,59.74,F,2,No,No,No,No,Placed
